timestamp,key,value
1763590169.473959,idle_detection_restart_count,0
1763590169.474196,obj_person_recog_status,"""starting"""
1763590169.4742,obj_person_recog_restart_count,0
1763590169.474255,idle_detection_status,"""running"""
1763590169.474258,idle_detection_heartbeat,1763590169.4742558
1763590169.4743738,obj_person_recog_last_beat,1763590169.4743721
1763590169.4743931,app_usage_monitor_status,"""starting"""
1763590169.4743948,app_usage_monitor_restart_count,0
1763590169.4744802,app_usage_monitor_status,"""running"""
1763590169.474484,app_usage_monitor_last_beat,1763590169.4744818
1763590169.4752362,obj_person_recog_status,"""running"""
1763590169.47524,obj_person_recog_heartbeat,1763590169.4752371
1763590169.475273,app_usage_monitor_heartbeat,1763590169.4752698
1763590169.484978,idle_detection_last_beat,1763590169.484958
1763590169.4965389,active_app,"""Code"""
1763590169.496543,active_app_start_time,1763590169.496524
1763590169.496547,active_app_duration,0.0
1763590169.484981,idle_detection_last_beat,1763590169.484958
1763590169.496541,active_app,"""Code"""
1763590169.496544,active_app_start_time,1763590169.496524
1763590169.4965498,active_app_duration,0.0
1763590169.864846,activity_state,"""active"""
1763590169.8648489,last_active_time,1763590169.485643
1763590169.864851,user_present,true
1763590169.864853,gaze_centered,true
1763590169.866127,idle_detection_last_beat,1763590169.866116
1763590169.864844,activity_state,"""active"""
1763590169.8648489,last_active_time,1763590169.485643
1763590169.864851,user_present,true
1763590169.864853,gaze_centered,true
1763590169.866125,idle_detection_last_beat,1763590169.866116
1763590170.2302551,gaze_centered,false
1763590170.231565,idle_detection_last_beat,1763590170.2315369
1763590170.2302568,gaze_centered,false
1763590170.2315679,idle_detection_last_beat,1763590170.2315369
1763590170.817837,idle_detection_last_beat,1763590170.8178072
1763590170.864518,objects_seen,"[""cat""]"
1763590170.864523,faces_recognized,[]
1763590170.8645399,obj_person_recog_last_beat,1763590170.8645382
1763590170.81784,idle_detection_last_beat,1763590170.8178072
1763590170.8645198,objects_seen,"[""cat""]"
1763590170.864525,faces_recognized,[]
1763590170.8645408,obj_person_recog_last_beat,1763590170.8645382
1763590171.3051689,activity_state,"""distracted"""
1763590171.306483,idle_detection_last_beat,1763590171.306458
1763590171.305162,activity_state,"""distracted"""
1763590171.306481,idle_detection_last_beat,1763590171.306458
1763590171.7519,idle_detection_last_beat,1763590171.751885
1763590171.751903,idle_detection_last_beat,1763590171.751885
1763590172.195221,idle_detection_last_beat,1763590172.195209
1763590172.195219,idle_detection_last_beat,1763590172.195209
1763590172.3094232,objects_seen,"[""person""]"
1763590172.3094468,faces_recognized,"[""Blake""]"
1763590172.30947,obj_person_recog_last_beat,1763590172.3094678
1763590172.309421,objects_seen,"[""person""]"
1763590172.3094258,faces_recognized,"[""Blake""]"
1763590172.30947,obj_person_recog_last_beat,1763590172.3094678
1763590172.586603,last_active_time,1763590172.195767
1763590172.586611,gaze_centered,true
1763590172.587904,idle_detection_last_beat,1763590172.587887
1763590172.586605,last_active_time,1763590172.195767
1763590172.586612,gaze_centered,true
1763590172.587905,idle_detection_last_beat,1763590172.587887
1763590242.6111932,idle_detection_status,"""starting"""
1763590242.6112,idle_detection_restart_count,0
1763590242.611369,obj_person_recog_status,"""starting"""
1763590242.611373,obj_person_recog_restart_count,0
1763590242.611409,idle_detection_status,"""running"""
1763590242.611412,idle_detection_heartbeat,1763590242.6114109
1763590242.611488,obj_person_recog_last_beat,1763590242.611485
1763590242.6115,app_usage_monitor_status,"""starting"""
1763590242.6115022,app_usage_monitor_restart_count,0
1763590242.61153,obj_person_recog_status,"""running"""
1763590242.6115332,obj_person_recog_heartbeat,1763590242.611531
1763590242.6115851,app_usage_monitor_status,"""running"""
1763590242.611588,app_usage_monitor_last_beat,1763590242.611586
1763590242.612226,app_usage_monitor_heartbeat,1763590242.612223
1763590242.622167,idle_detection_last_beat,1763590242.622157
1763590242.632571,active_app,"""Code"""
1763590242.63258,active_app_start_time,1763590242.632551
1763590242.632583,active_app_duration,0.0
1763590242.622169,idle_detection_last_beat,1763590242.622157
1763590242.632573,active_app,"""Code"""
1763590242.6325812,active_app_start_time,1763590242.632551
1763590242.632585,active_app_duration,0.0
1763590242.9857159,activity_state,"""active"""
1763590242.985721,last_active_time,1763590242.622762
1763590242.985724,user_present,true
1763590242.985725,gaze_centered,true
1763590242.9870489,idle_detection_last_beat,1763590242.987044
1763590242.985718,activity_state,"""active"""
1763590242.985722,last_active_time,1763590242.622762
1763590242.985724,user_present,true
1763590242.9857259,gaze_centered,true
1763590242.98705,idle_detection_last_beat,1763590242.987044
1763590243.32087,gaze_centered,false
1763590243.322179,idle_detection_last_beat,1763590243.322151
1763590243.320873,gaze_centered,false
1763590243.322182,idle_detection_last_beat,1763590243.322151
1763590243.8375812,idle_detection_last_beat,1763590243.837556
1763590243.837578,idle_detection_last_beat,1763590243.837556
1763590243.9155781,obj_person_recog_last_beat,1763590243.9155688
1763590243.9155788,obj_person_recog_last_beat,1763590243.9155688
1763590244.276947,activity_state,"""distracted"""
1763590244.278251,idle_detection_last_beat,1763590244.278238
1763590244.276944,activity_state,"""distracted"""
1763590244.27825,idle_detection_last_beat,1763590244.278238
1763590244.690937,idle_detection_last_beat,1763590244.6909251
1763590244.6909351,idle_detection_last_beat,1763590244.6909251
1763590245.012961,idle_detection_last_beat,1763590245.012931
1763590245.0129569,idle_detection_last_beat,1763590245.012931
1763590245.302685,objects_seen,"[""person""]"
1763590245.3027031,faces_recognized,"[""Blake""]"
1763590245.302721,obj_person_recog_last_beat,1763590245.302718
1763590245.3026838,objects_seen,"[""person""]"
1763590245.302687,faces_recognized,"[""Blake""]"
1763590245.302721,obj_person_recog_last_beat,1763590245.302718
1763590245.35425,last_active_time,1763590245.013918
1763590245.3542578,gaze_centered,true
1763590245.355565,idle_detection_last_beat,1763590245.355556
1763590245.354251,last_active_time,1763590245.013918
1763590245.3542578,gaze_centered,true
1763590245.3555672,idle_detection_last_beat,1763590245.355556
1763590245.747382,gaze_centered,false
1763590245.7486908,idle_detection_last_beat,1763590245.748666
1763590245.7473862,gaze_centered,false
1763590245.748693,idle_detection_last_beat,1763590245.748666
1763590246.182851,last_active_time,1763590245.749381
1763590246.182857,gaze_centered,true
1763590246.184124,idle_detection_last_beat,1763590246.1841211
1763590246.182852,last_active_time,1763590245.749381
1763590246.182858,gaze_centered,true
1763590246.184125,idle_detection_last_beat,1763590246.1841211
1763590246.583756,gaze_centered,false
1763590246.585027,idle_detection_last_beat,1763590246.585023
1763590246.677598,obj_person_recog_last_beat,1763590246.677581
1763590246.583755,gaze_centered,false
1763590246.585027,idle_detection_last_beat,1763590246.585023
1763590246.6775959,obj_person_recog_last_beat,1763590246.677581
1763590246.991911,idle_detection_last_beat,1763590246.991877
1763590246.991908,idle_detection_last_beat,1763590246.991877
1763590247.381697,idle_detection_last_beat,1763590247.381689
1763590247.381696,idle_detection_last_beat,1763590247.381689
1763590247.637658,app_usage_monitor_last_beat,1763590247.637629
1763590247.639592,active_app_duration,5.007020950317383
1763590247.719209,idle_detection_last_beat,1763590247.719197
1763590247.637654,app_usage_monitor_last_beat,1763590247.637629
1763590247.639588,active_app_duration,5.007020950317383
1763590247.719208,idle_detection_last_beat,1763590247.719197
1763590248.015742,obj_person_recog_last_beat,1763590248.015733
1763590248.0800781,idle_detection_last_beat,1763590248.0800488
1763590248.015743,obj_person_recog_last_beat,1763590248.015733
1763590248.080081,idle_detection_last_beat,1763590248.0800488
1763590248.467372,idle_detection_last_beat,1763590248.4673579
1763590248.4673731,idle_detection_last_beat,1763590248.4673579
1763590248.821238,idle_detection_last_beat,1763590248.8212302
1763590248.821236,idle_detection_last_beat,1763590248.8212302
1763590249.173067,idle_detection_last_beat,1763590249.173055
1763590249.173069,idle_detection_last_beat,1763590249.173055
1763590249.369067,obj_person_recog_last_beat,1763590249.369059
1763590249.369069,obj_person_recog_last_beat,1763590249.369059
1763590249.563294,last_active_time,1763590249.173721
1763590249.5633018,gaze_centered,true
1763590249.564729,idle_detection_last_beat,1763590249.564708
1763590249.563296,last_active_time,1763590249.173721
1763590249.5633018,gaze_centered,true
1763590249.5647318,idle_detection_last_beat,1763590249.564708
1763590249.992374,last_active_time,1763590249.566339
1763590249.9940321,idle_detection_last_beat,1763590249.994011
1763590249.992377,last_active_time,1763590249.566339
1763590249.9940338,idle_detection_last_beat,1763590249.994011
1763590250.335395,gaze_centered,false
1763590250.336736,idle_detection_last_beat,1763590250.336694
1763590250.335397,gaze_centered,false
1763590250.336737,idle_detection_last_beat,1763590250.336694
1763590250.719723,objects_seen,"[""cell phone"", ""person""]"
1763590250.719736,obj_person_recog_last_beat,1763590250.719734
1763590250.7247438,idle_detection_last_beat,1763590250.724739
1763590250.7197282,objects_seen,"[""cell phone"", ""person""]"
1763590250.719736,obj_person_recog_last_beat,1763590250.719734
1763590250.724745,idle_detection_last_beat,1763590250.724739
1763590251.165699,last_active_time,1763590250.7251961
1763590251.165708,gaze_centered,true
1763590251.1670249,idle_detection_last_beat,1763590251.167011
1763590251.1657012,last_active_time,1763590250.7251961
1763590251.165708,gaze_centered,true
1763590251.1670258,idle_detection_last_beat,1763590251.167011
1763590251.546965,gaze_centered,false
1763590251.548231,idle_detection_last_beat,1763590251.548228
1763590251.546966,gaze_centered,false
1763590251.548231,idle_detection_last_beat,1763590251.548228
1763590251.9047549,idle_detection_last_beat,1763590251.9047308
1763590252.0682392,obj_person_recog_last_beat,1763590252.068225
1763590251.904758,idle_detection_last_beat,1763590251.9047308
1763590252.06824,obj_person_recog_last_beat,1763590252.068225
1763590252.3133729,idle_detection_last_beat,1763590252.313348
1763590252.3133771,idle_detection_last_beat,1763590252.313348
1763590252.64174,app_usage_monitor_last_beat,1763590252.64171
1763590252.643223,active_app_duration,10.010654926300049
1763590252.641744,app_usage_monitor_last_beat,1763590252.64171
1763590252.6432269,active_app_duration,10.010654926300049
1763590252.7255838,idle_detection_last_beat,1763590252.7255738
1763590252.725585,idle_detection_last_beat,1763590252.7255738
1763590253.075941,idle_detection_last_beat,1763590253.0759108
1763590253.075945,idle_detection_last_beat,1763590253.0759108
1763590253.4153368,obj_person_recog_last_beat,1763590253.415328
1763590253.44754,idle_detection_last_beat,1763590253.447527
1763590253.415343,obj_person_recog_last_beat,1763590253.415328
1763590253.447542,idle_detection_last_beat,1763590253.447527
1763590253.845058,idle_detection_last_beat,1763590253.845043
1763590253.84506,idle_detection_last_beat,1763590253.845043
1763590254.242095,idle_detection_last_beat,1763590254.242087
1763590254.242097,idle_detection_last_beat,1763590254.242087
1763590254.60274,idle_detection_last_beat,1763590254.602714
1763590254.6027431,idle_detection_last_beat,1763590254.602714
1763590254.769376,obj_person_recog_last_beat,1763590254.769367
1763590254.769378,obj_person_recog_last_beat,1763590254.769367
1763590254.976737,idle_detection_last_beat,1763590254.976713
1763590254.976741,idle_detection_last_beat,1763590254.976713
1763590255.416598,idle_detection_last_beat,1763590255.416587
1763590255.416599,idle_detection_last_beat,1763590255.416587
1763590255.7614028,idle_detection_last_beat,1763590255.761374
1763590255.761406,idle_detection_last_beat,1763590255.761374
1763590256.1253061,obj_person_recog_last_beat,1763590256.12529
1763590256.1253052,obj_person_recog_last_beat,1763590256.12529
1763590256.1772642,last_active_time,1763590255.762323
1763590256.177278,gaze_centered,true
1763590256.177266,last_active_time,1763590255.762323
1763590256.177279,gaze_centered,true
1763590256.178566,idle_detection_last_beat,1763590256.17855
1763590256.178564,idle_detection_last_beat,1763590256.17855
1763590256.550084,gaze_centered,false
1763590256.5513668,idle_detection_last_beat,1763590256.5513542
1763590256.550082,gaze_centered,false
1763590256.5513659,idle_detection_last_beat,1763590256.5513542
1763590256.964312,idle_detection_last_beat,1763590256.964302
1763590256.96431,idle_detection_last_beat,1763590256.964302
1763590257.336084,idle_detection_last_beat,1763590257.336054
1763590257.3360798,idle_detection_last_beat,1763590257.336054
1763590257.484694,obj_person_recog_last_beat,1763590257.484683
1763590257.4846919,obj_person_recog_last_beat,1763590257.484683
1763590257.645002,app_usage_monitor_last_beat,1763590257.644963
1763590257.646372,active_app_duration,15.013795137405396
1763590257.729868,idle_detection_last_beat,1763590257.7298481
1763590257.6449971,app_usage_monitor_last_beat,1763590257.644963
1763590257.646368,active_app_duration,15.013795137405396
1763590257.729866,idle_detection_last_beat,1763590257.7298481
1763590258.1154401,idle_detection_last_beat,1763590258.115408
1763590258.115437,idle_detection_last_beat,1763590258.115408
1763590258.439672,last_active_time,1763590258.1160588
1763590258.439678,gaze_centered,true
1763590258.440982,idle_detection_last_beat,1763590258.440958
1763590258.43967,last_active_time,1763590258.1160588
1763590258.439678,gaze_centered,true
1763590258.440979,idle_detection_last_beat,1763590258.440958
1763590258.798451,last_active_time,1763590258.4422662
1763590258.799733,idle_detection_last_beat,1763590258.799722
1763590258.7984488,last_active_time,1763590258.4422662
1763590258.799732,idle_detection_last_beat,1763590258.799722
1763590258.8532732,objects_seen,"[""person""]"
1763590258.8532858,obj_person_recog_last_beat,1763590258.8532841
1763590258.853272,objects_seen,"[""person""]"
1763590258.8532858,obj_person_recog_last_beat,1763590258.8532841
1763590259.134392,gaze_centered,false
1763590259.135848,idle_detection_last_beat,1763590259.135825
1763590259.13439,gaze_centered,false
1763590259.1358452,idle_detection_last_beat,1763590259.135825
1763590259.574804,idle_detection_last_beat,1763590259.574796
1763590259.5748029,idle_detection_last_beat,1763590259.574796
1763590259.893611,idle_detection_last_beat,1763590259.89358
1763590259.8936079,idle_detection_last_beat,1763590259.89358
1763590260.205963,obj_person_recog_last_beat,1763590260.2059488
1763590260.205961,obj_person_recog_last_beat,1763590260.2059488
1763590260.263326,idle_detection_last_beat,1763590260.26326
1763590260.263329,idle_detection_last_beat,1763590260.26326
1763590260.66165,idle_detection_last_beat,1763590260.6616309
1763590260.6616478,idle_detection_last_beat,1763590260.6616309
1763590261.030251,idle_detection_last_beat,1763590261.0302248
1763590261.030244,idle_detection_last_beat,1763590261.0302248
1763590261.345441,last_active_time,1763590261.030777
1763590261.345449,gaze_centered,true
1763590261.346957,idle_detection_last_beat,1763590261.346952
1763590261.345438,last_active_time,1763590261.030777
1763590261.345448,gaze_centered,true
1763590261.346956,idle_detection_last_beat,1763590261.346952
1763590261.761489,last_active_time,1763590261.347371
1763590261.7628958,idle_detection_last_beat,1763590261.762891
1763590261.818815,obj_person_recog_last_beat,1763590261.818799
1763590261.761488,last_active_time,1763590261.347371
1763590261.762895,idle_detection_last_beat,1763590261.762891
1763590261.818814,obj_person_recog_last_beat,1763590261.818799
1763590262.147659,gaze_centered,false
1763590262.1490219,idle_detection_last_beat,1763590262.14901
1763590262.1476579,gaze_centered,false
1763590262.149021,idle_detection_last_beat,1763590262.14901
1763590262.6113741,idle_detection_last_beat,1763590262.611349
1763590262.650249,app_usage_monitor_last_beat,1763590262.650228
1763590262.651111,active_app_duration,20.01855206489563
1763590262.611373,idle_detection_last_beat,1763590262.611349
1763590262.6502469,app_usage_monitor_last_beat,1763590262.650228
1763590262.65111,active_app_duration,20.01855206489563
1763590262.967442,idle_detection_last_beat,1763590262.967412
1763590262.967438,idle_detection_last_beat,1763590262.967412
1763590263.211446,obj_person_recog_last_beat,1763590263.211429
1763590263.211445,obj_person_recog_last_beat,1763590263.211429
1763590263.3716118,last_active_time,1763590262.968498
1763590263.3716202,gaze_centered,true
1763590263.372929,idle_detection_last_beat,1763590263.372899
1763590263.371609,last_active_time,1763590262.968498
1763590263.3716202,gaze_centered,true
1763590263.372926,idle_detection_last_beat,1763590263.372899
1763590263.807252,last_active_time,1763590263.3741188
1763590263.809032,idle_detection_last_beat,1763590263.808795
1763590263.80725,last_active_time,1763590263.3741188
1763590263.809029,idle_detection_last_beat,1763590263.808795
1763590264.190023,gaze_centered,false
1763590264.1913369,idle_detection_last_beat,1763590264.1913118
1763590264.19002,gaze_centered,false
1763590264.191335,idle_detection_last_beat,1763590264.1913118
1763590264.602411,idle_detection_last_beat,1763590264.602398
1763590264.611799,obj_person_recog_last_beat,1763590264.6117902
1763590264.602409,idle_detection_last_beat,1763590264.602398
1763590264.611797,obj_person_recog_last_beat,1763590264.6117902
1763590264.984579,idle_detection_last_beat,1763590264.984559
1763590264.984576,idle_detection_last_beat,1763590264.984559
1763590265.3803241,idle_detection_last_beat,1763590265.3803132
1763590265.3803232,idle_detection_last_beat,1763590265.3803132
1763590265.741961,last_active_time,1763590265.380866
1763590265.7419698,gaze_centered,true
1763590265.743266,idle_detection_last_beat,1763590265.7432551
1763590265.74196,last_active_time,1763590265.380866
1763590265.7419698,gaze_centered,true
1763590265.743265,idle_detection_last_beat,1763590265.7432551
1763592094.0048928,idle_detection_status,"""starting"""
1763592094.004904,idle_detection_restart_count,0
1763592094.005109,obj_person_recog_status,"""starting"""
1763592094.005111,obj_person_recog_restart_count,0
1763592094.005197,obj_person_recog_last_beat,1763592094.005192
1763592094.0052512,app_usage_monitor_status,"""starting"""
1763592094.005253,app_usage_monitor_restart_count,0
1763592094.005312,app_usage_monitor_status,"""running"""
1763592094.005314,app_usage_monitor_last_beat,1763592094.005313
1763592094.005881,idle_detection_status,"""running"""
1763592094.005884,idle_detection_heartbeat,1763592094.005882
1763592094.006149,obj_person_recog_status,"""running"""
1763592094.006152,obj_person_recog_heartbeat,1763592094.0061498
1763592094.006173,app_usage_monitor_heartbeat,1763592094.0061681
1763592094.015661,idle_detection_last_beat,1763592094.015645
1763592094.025076,active_app,"""Code"""
1763592094.02508,active_app_start_time,1763592094.025066
1763592094.0250828,active_app_duration,0.0
1763592094.0156631,idle_detection_last_beat,1763592094.015645
1763592094.025077,active_app,"""Code"""
1763592094.0250812,active_app_start_time,1763592094.025066
1763592094.025085,active_app_duration,0.0
1763592094.387557,activity_state,"""active"""
1763592094.38756,last_active_time,1763592094.016172
1763592094.387562,user_present,true
1763592094.387564,gaze_centered,true
1763592094.389038,idle_detection_last_beat,1763592094.389031
1763592094.3875551,activity_state,"""active"""
1763592094.38756,last_active_time,1763592094.016172
1763592094.387562,user_present,true
1763592094.387564,gaze_centered,true
1763592094.3890371,idle_detection_last_beat,1763592094.389031
1763592094.59394,gaze_centered,false
1763592094.5961359,idle_detection_last_beat,1763592094.596129
1763592094.5939388,gaze_centered,false
1763592094.596135,idle_detection_last_beat,1763592094.596129
1763592095.100205,last_active_time,1763592094.596961
1763592095.100211,gaze_centered,true
1763592095.101527,idle_detection_last_beat,1763592095.101515
1763592095.100203,last_active_time,1763592094.596961
1763592095.100211,gaze_centered,true
1763592095.101526,idle_detection_last_beat,1763592095.101515
1763592095.5239758,last_active_time,1763592095.101912
1763592095.525285,idle_detection_last_beat,1763592095.52526
1763592095.523979,last_active_time,1763592095.101912
1763592095.525287,idle_detection_last_beat,1763592095.52526
1763592095.8187819,objects_seen,"[""person""]"
1763592095.8187861,faces_recognized,[]
1763592095.818795,obj_person_recog_last_beat,1763592095.818793
1763592095.818781,objects_seen,"[""person""]"
1763592095.818784,faces_recognized,[]
1763592095.818795,obj_person_recog_last_beat,1763592095.818793
1763592096.0315368,last_active_time,1763592095.526211
1763592096.03284,idle_detection_last_beat,1763592096.0328152
1763592096.0315351,last_active_time,1763592095.526211
1763592096.0328379,idle_detection_last_beat,1763592096.0328152
1763592096.382432,last_active_time,1763592096.0335581
1763592096.3837361,idle_detection_last_beat,1763592096.383713
1763592096.3824341,last_active_time,1763592096.0335581
1763592096.383738,idle_detection_last_beat,1763592096.383713
1763592096.649368,last_active_time,1763592096.384841
1763592096.650644,idle_detection_last_beat,1763592096.650636
1763592096.649366,last_active_time,1763592096.384841
1763592096.6506429,idle_detection_last_beat,1763592096.650636
1763592096.9885051,last_active_time,1763592096.651037
1763592096.989812,idle_detection_last_beat,1763592096.989797
1763592096.988508,last_active_time,1763592096.651037
1763592096.989814,idle_detection_last_beat,1763592096.989797
1763592097.169621,last_active_time,1763592096.9903371
1763592097.171098,idle_detection_last_beat,1763592097.1710908
1763592097.2123818,faces_recognized,"[""Blake""]"
1763592097.212427,obj_person_recog_last_beat,1763592097.2124212
1763592097.1696231,last_active_time,1763592096.9903371
1763592097.171098,idle_detection_last_beat,1763592097.1710908
1763592097.2124019,faces_recognized,"[""Blake""]"
1763592097.212427,obj_person_recog_last_beat,1763592097.2124212
1763592097.519928,last_active_time,1763592097.171555
1763592097.5212271,idle_detection_last_beat,1763592097.521207
1763592097.519926,last_active_time,1763592097.171555
1763592097.521225,idle_detection_last_beat,1763592097.521207
1763592097.749783,last_active_time,1763592097.521782
1763592097.7513971,idle_detection_last_beat,1763592097.751366
1763592097.74978,last_active_time,1763592097.521782
1763592097.751395,idle_detection_last_beat,1763592097.751366
1763592098.077951,last_active_time,1763592097.752479
1763592098.079218,idle_detection_last_beat,1763592098.079214
1763592098.077949,last_active_time,1763592097.752479
1763592098.079217,idle_detection_last_beat,1763592098.079214
1763592098.3030138,last_active_time,1763592098.079558
1763592098.304329,idle_detection_last_beat,1763592098.304309
1763592098.3030121,last_active_time,1763592098.079558
1763592098.304327,idle_detection_last_beat,1763592098.304309
1763592098.521333,last_active_time,1763592098.304953
1763592098.522659,idle_detection_last_beat,1763592098.52265
1763592098.5657642,obj_person_recog_last_beat,1763592098.565752
1763592098.5213308,last_active_time,1763592098.304953
1763592098.522658,idle_detection_last_beat,1763592098.52265
1763592098.565763,obj_person_recog_last_beat,1763592098.565752
1763592098.9393091,last_active_time,1763592098.523189
1763592098.940821,idle_detection_last_beat,1763592098.940796
1763592098.939307,last_active_time,1763592098.523189
1763592098.940819,idle_detection_last_beat,1763592098.940796
1763592099.0302951,app_usage_monitor_last_beat,1763592099.030265
1763592099.033462,active_app_duration,5.008381128311157
1763592099.030299,app_usage_monitor_last_beat,1763592099.030265
1763592099.0334651,active_app_duration,5.008381128311157
1763592099.337439,last_active_time,1763592098.941708
1763592099.3387141,idle_detection_last_beat,1763592099.3387089
1763592099.3374379,last_active_time,1763592098.941708
1763592099.3387132,idle_detection_last_beat,1763592099.3387089
1763592099.551894,last_active_time,1763592099.339128
1763592099.553222,idle_detection_last_beat,1763592099.553196
1763592099.5518909,last_active_time,1763592099.339128
1763592099.553219,idle_detection_last_beat,1763592099.553196
1763592099.937661,last_active_time,1763592099.5538182
1763592099.938692,obj_person_recog_last_beat,1763592099.938685
1763592099.938942,idle_detection_last_beat,1763592099.9389372
1763592099.93766,last_active_time,1763592099.5538182
1763592099.9386911,obj_person_recog_last_beat,1763592099.938685
1763592099.938941,idle_detection_last_beat,1763592099.9389372
1763592100.202128,last_active_time,1763592099.939661
1763592100.20343,idle_detection_last_beat,1763592100.2034078
1763592100.202126,last_active_time,1763592099.939661
1763592100.203428,idle_detection_last_beat,1763592100.2034078
1763592100.579207,gaze_centered,false
1763592100.580935,idle_detection_last_beat,1763592100.5809238
1763592100.579205,gaze_centered,false
1763592100.5809338,idle_detection_last_beat,1763592100.5809238
1763592100.7534132,last_active_time,1763592100.5813918
1763592100.75342,gaze_centered,true
1763592100.754689,idle_detection_last_beat,1763592100.7546828
1763592100.753411,last_active_time,1763592100.5813918
1763592100.75342,gaze_centered,true
1763592100.754688,idle_detection_last_beat,1763592100.7546828
1763592101.0578618,last_active_time,1763592100.755286
1763592101.059166,idle_detection_last_beat,1763592101.0591412
1763592101.057864,last_active_time,1763592100.755286
1763592101.059167,idle_detection_last_beat,1763592101.0591412
1763592101.313633,obj_person_recog_last_beat,1763592101.3136241
1763592101.313638,obj_person_recog_last_beat,1763592101.3136241
1763592101.369094,last_active_time,1763592101.059645
1763592101.370906,idle_detection_last_beat,1763592101.370878
1763592101.369092,last_active_time,1763592101.059645
1763592101.370903,idle_detection_last_beat,1763592101.370878
1763592101.714564,last_active_time,1763592101.372412
1763592101.715876,idle_detection_last_beat,1763592101.7158551
1763592101.714567,last_active_time,1763592101.372412
1763592101.7158778,idle_detection_last_beat,1763592101.7158551
1763592102.0777652,last_active_time,1763592101.716576
1763592102.0790348,idle_detection_last_beat,1763592102.079031
1763592102.077767,last_active_time,1763592101.716576
1763592102.079036,idle_detection_last_beat,1763592102.079031
1763592102.386776,last_active_time,1763592102.079627
1763592102.3880892,idle_detection_last_beat,1763592102.388057
1763592102.386774,last_active_time,1763592102.079627
1763592102.388086,idle_detection_last_beat,1763592102.388057
1763592102.680331,obj_person_recog_last_beat,1763592102.6803148
1763592102.726891,last_active_time,1763592102.388907
1763592102.728162,idle_detection_last_beat,1763592102.728157
1763592102.6803331,obj_person_recog_last_beat,1763592102.6803148
1763592102.726893,last_active_time,1763592102.388907
1763592102.728162,idle_detection_last_beat,1763592102.728157
1763592103.057763,last_active_time,1763592102.728781
1763592103.059063,idle_detection_last_beat,1763592103.0590432
1763592103.057761,last_active_time,1763592102.728781
1763592103.059062,idle_detection_last_beat,1763592103.0590432
1763592103.427992,last_active_time,1763592103.059547
1763592103.4292622,idle_detection_last_beat,1763592103.429257
1763592103.42799,last_active_time,1763592103.059547
1763592103.4292622,idle_detection_last_beat,1763592103.429257
1763592103.6889322,last_active_time,1763592103.429742
1763592103.688929,last_active_time,1763592103.429742
1763592103.690264,idle_detection_last_beat,1763592103.690225
1763592103.6902661,idle_detection_last_beat,1763592103.690225
1763592103.882793,user_present,false
1763592103.882805,gaze_centered,false
1763592103.884116,idle_detection_last_beat,1763592103.884093
1763592103.8827908,user_present,false
1763592103.882804,gaze_centered,false
1763592103.884114,idle_detection_last_beat,1763592103.884093
1763592104.0385191,app_usage_monitor_last_beat,1763592104.038502
1763592104.040426,active_app_duration,10.015346050262451
1763592104.049099,obj_person_recog_last_beat,1763592104.049082
1763592104.082502,idle_detection_last_beat,1763592104.0824902
1763592104.038517,app_usage_monitor_last_beat,1763592104.038502
1763592104.0404239,active_app_duration,10.015346050262451
